model_name,experiment,i,alpha,alpha_norm,alignment_pressure,correct,response_type
qwen25_7b,alphabetical_think_answer,608,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,610,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,611,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,614,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,607,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,603,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,609,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,620,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,612,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,616,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,618,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,615,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,613,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,619,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,623,24.9,1.0,-1.0,0,Incoherent Hallucination
qwen25_7b,alphabetical_think_answer,621,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,624,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,628,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,626,24.9,1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,625,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,633,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,617,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,629,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,630,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,627,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,631,24.9,1.0,-1.0,0,Incoherent Hallucination
qwen25_7b,alphabetical_think_answer,622,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,634,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,636,24.9,1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,632,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,639,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,635,24.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_think_answer,645,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,638,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,637,24.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_think_answer,641,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,640,24.9,1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,644,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,649,24.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_think_answer,646,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,648,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,647,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,643,24.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_think_answer,642,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,652,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,654,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,653,24.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_think_answer,651,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,659,24.9,1.0,-1.0,0,Incoherent Hallucination
qwen25_7b,alphabetical_think_answer,658,24.9,1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_think_answer,655,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,656,24.9,1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,657,24.9,1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_think_answer,650,24.9,1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,5,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,10,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,11,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,18,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,1,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,3,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,13,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,19,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,4,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,15,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,8,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,14,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,16,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,2,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,17,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,6,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,7,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,0,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,12,-27.3,-1.0,-1.0,0,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,9,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,20,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,24,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,21,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,28,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,29,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,30,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,23,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,26,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,22,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,25,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,32,-27.3,-1.0,1.0,1,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,37,-27.3,-1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,27,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,38,-27.3,-1.0,-1.0,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,36,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,35,-27.3,-1.0,1.0,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,42,-27.3,-1.0,-1.0,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,40,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,39,-27.3,-1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,31,-27.3,-1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,47,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,34,-27.3,-1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,33,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,45,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,49,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,48,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,46,-27.3,-1.0,-1.0,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,44,-27.3,-1.0,-1.0,0,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,50,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,43,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,41,-27.3,-1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,52,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,51,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,53,-27.3,-1.0,1.0,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,55,-27.3,-1.0,1.0,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,60,-21.84,-0.8,-0.8,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,63,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,54,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,58,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,61,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,67,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,64,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,57,-27.3,-1.0,1.0,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,65,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,56,-27.3,-1.0,-1.0,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,62,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,68,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,70,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,69,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,59,-27.3,-1.0,1.0,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,77,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,71,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,75,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,66,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,72,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,79,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,74,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,84,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,78,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,73,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,76,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,80,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,82,-21.84,-0.8,-0.8,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,86,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,87,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,83,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,85,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,81,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,88,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,91,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,89,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,90,-21.84,-0.8,-0.8,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,99,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,103,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,98,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,96,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,106,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,93,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,100,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,101,-21.84,-0.8,0.8,1,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,104,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,94,-21.84,-0.8,-0.8,0,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,107,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,97,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,95,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,102,-21.84,-0.8,-0.8,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,92,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,105,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,108,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,109,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,110,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,117,-21.84,-0.8,0.8,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,113,-21.84,-0.8,0.8,1,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,111,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,115,-21.84,-0.8,0.8,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,124,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,116,-21.84,-0.8,-0.8,0,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,123,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,120,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,114,-21.84,-0.8,-0.8,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,121,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,112,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,119,-21.84,-0.8,0.8,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,129,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,127,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,128,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,122,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,125,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,118,-21.84,-0.8,-0.8,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,126,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,130,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,139,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,136,-16.38,-0.6,-0.6,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,133,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,131,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,132,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,134,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,142,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,137,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,135,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,145,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,138,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,143,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,141,-16.38,-0.6,0.6,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,140,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,146,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,149,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,150,-16.38,-0.6,-0.6,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,147,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,144,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,148,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,155,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,154,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,153,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,163,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,157,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,159,-16.38,-0.6,0.6,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,151,-16.38,-0.6,0.6,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,160,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,161,-16.38,-0.6,0.6,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,158,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,162,-16.38,-0.6,-0.6,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,156,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,164,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,166,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,165,-16.38,-0.6,0.6,1,Ambiguous/Mixed
qwen25_7b,alphabetical_answer_think,152,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,168,-16.38,-0.6,-0.6,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,167,-16.38,-0.6,0.6,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,172,-16.38,-0.6,-0.6,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,174,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,169,-16.38,-0.6,0.6,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,176,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,177,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,170,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,173,-16.38,-0.6,0.6,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,181,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,182,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,171,-16.38,-0.6,0.6,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,179,-16.38,-0.6,0.6,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,183,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,178,-16.38,-0.6,-0.6,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,184,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,180,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,185,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,189,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,175,-16.38,-0.6,0.6,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,187,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,196,-10.92,-0.4,-0.4,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,190,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,186,-10.92,-0.4,-0.4,1,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,188,-10.92,-0.4,-0.4,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,199,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,191,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,197,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,195,-10.92,-0.4,0.4,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,193,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,192,-10.92,-0.4,-0.4,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,200,-10.92,-0.4,-0.4,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,202,-10.92,-0.4,-0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,198,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,206,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,201,-10.92,-0.4,0.4,0,Ambiguous/Mixed
qwen25_7b,alphabetical_answer_think,205,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,194,-10.92,-0.4,-0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,203,-10.92,-0.4,0.4,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,204,-10.92,-0.4,-0.4,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,211,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,207,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,208,-10.92,-0.4,-0.4,1,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,215,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,213,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,212,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,217,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,218,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,216,-10.92,-0.4,-0.4,0,Contradictory Reasoning
qwen25_7b,alphabetical_answer_think,220,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,210,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,214,-10.92,-0.4,-0.4,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,209,-10.92,-0.4,0.4,1,Incoherent Hallucination
qwen25_7b,alphabetical_answer_think,221,-10.92,-0.4,0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,223,-10.92,-0.4,0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,225,-10.92,-0.4,0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,219,-10.92,-0.4,0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,227,-10.92,-0.4,0.4,1,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,228,-10.92,-0.4,-0.4,0,Coherent Hallucination
qwen25_7b,alphabetical_answer_think,229,-10.92,-0.4,0.4,1,Sound Reasoning
qwen25_7b,alphabetical_answer_think,222,-10.92,-0.4,-0.4,0,Sound Reasoning
qwen25_7b,alphabetical_answer_think,224,-10.92,-0.4,-0.4,0,Incoherent Hallucination
